XML Data Parsed for 01-Feb-2016Starting at: 1635h
POSIX,lon,lat
1454360986,-79.478348,43.631248
1454362187,-79.477669,43.6320989
1454362219,-79.474815,43.634182
1454362247,-79.473099,43.635868
1454362292,-79.4717639,43.6367
1454362338,-79.4697489,43.6372829
1454362372,-79.467484,43.6376149
1454362401,-79.465569,43.63805
1454362427,-79.461769,43.639133
1454362458,-79.458664,43.639633
1454362490,-79.455482,43.639732
1454362517,-79.451218,43.639351
1454362548,-79.447365,43.638618
1454362576,-79.4465869,43.638668
1454362639,-79.446404,43.638699
1454362670,-79.445419,43.638882
1454362681,-79.444199,43.639118
1454362699,-79.442665,43.6394
1454362716,-79.441414,43.639648
1454362738,-79.440033,43.639935
1454362759,-79.439148,43.640118
1454362779,-79.437653,43.6404
1454362799,-79.437553,43.640434
1454362821,-79.436966,43.640549
1454362837,-79.43602,43.640732
1454362856,-79.435165,43.6409
1454362877,-79.434731,43.640999
1454362897,-79.433617,43.641232
1454362915,-79.432503,43.641449
1454362935,-79.431664,43.6416169
1454362958,-79.429863,43.641983
1454362979,-79.428864,43.642185
1454363035,-79.42878,43.642216
1454363057,-79.427216,43.642532
1454363074,-79.426651,43.642651
1454363095,-79.425636,43.642849
1454363119,-79.4245,43.643066
1454363140,-79.424149,43.643135
1454363158,-79.423836,43.6432
1454363179,-79.422417,43.643482
1454363195,-79.420815,43.643799
1454363216,-79.419502,43.644051
1454363239,-79.419167,43.6441
1454363276,-79.417931,43.644402
1454363296,-79.416313,43.644749
1454363318,-79.415115,43.644985
1454363335,-79.414314,43.645168
1454363359,-79.413483,43.645317
1454363376,-79.413086,43.645401
1454363396,-79.410934,43.645817
1454363417,-79.410133,43.645985
1454363459,-79.40992,43.646015
1454363477,-79.408287,43.646351
1454363495,-79.406784,43.646648
1454363517,-79.406502,43.646702
1454363538,-79.405197,43.646965
1454363559,-79.405167,43.646984
1454363596,-79.404434,43.6471329
1454363617,-79.404297,43.647148
1454363659,-79.40403,43.647217
1454363680,-79.402069,43.647598
1454363697,-79.401398,43.647732
1454363718,-79.399887,43.648033
1454363736,-79.399246,43.648167
1454363760,-79.397346,43.648548
1454363780,-79.397087,43.6486019
1454363858,-79.396713,43.648682
1454363879,-79.3964,43.64875
1454363900,-79.394867,43.649067
1454363918,-79.394333,43.649185
1454363960,-79.3931659,43.649448
1454363979,-79.391747,43.64975
1454363999,-79.39167,43.649765
1454364058,-79.391319,43.649868
1454364079,-79.39032,43.650082
1454364096,-79.3899689,43.6501499
1454364118,-79.388802,43.650383
1454364178,-79.387848,43.650566
1454364199,-79.387001,43.650734
1454364277,-79.386086,43.650967
1454364300,-79.385147,43.65115
1454364359,-79.384163,43.651348
1454364377,-79.382751,43.651669
1454364416,-79.38237,43.651749
1454364440,-79.382149,43.651798
1454364520,-79.379585,43.652431
1454364538,-79.379463,43.652451
1454364597,-79.378784,43.652599
1454364615,-79.378319,43.652699
1454364636,-79.377716,43.6528319
1454364657,-79.376564,43.653099
1454364675,-79.376152,43.653183
1454364720,-79.375,43.653366
1454364759,-79.373566,43.653667
1454364777,-79.372849,43.6538309
1454364799,-79.371651,43.654068
1454364817,-79.370468,43.654316
1454364837,-79.36972,43.6544839
1454364879,-79.368866,43.654667
1454364900,-79.367401,43.654984
1454364917,-79.366714,43.655117
1454364939,-79.364784,43.655533
1454364959,-79.364685,43.655548
1454364979,-79.36277,43.655983
1454364999,-79.361832,43.6562
1454365017,-79.359947,43.656601
1454365039,-79.357964,43.657051
1454365057,-79.357201,43.657215
1454365078,-79.3567659,43.657299
1454365100,-79.355286,43.657616
1454365117,-79.353584,43.658016
1454365138,-79.352631,43.658234
1454365176,-79.350853,43.658615
1454365197,-79.350067,43.658798
1454365261,-79.348885,43.659084
1454365279,-79.346886,43.65955
1454365296,-79.345268,43.659901
1454365317,-79.344467,43.660099
1454365337,-79.3433529,43.660351
1454365357,-79.342751,43.660465
1454365377,-79.341652,43.660717
1454365398,-79.340851,43.6609
1454365418,-79.3405,43.660984
1454365436,-79.340332,43.661018
1454365478,-79.339951,43.661098
1454365496,-79.338181,43.661499
1454365520,-79.3376849,43.661598
1454365536,-79.335953,43.661999
1454365560,-79.335434,43.662102
1454365581,-79.3340149,43.662418
1454365598,-79.333031,43.662632
1454365618,-79.332085,43.662849
1454365638,-79.331001,43.663101
1454365659,-79.330864,43.663132
1454365679,-79.330551,43.6632
1454365739,-79.33017,43.663284
1454365760,-79.328415,43.663685
1454365777,-79.32753,43.663883
1454365798,-79.3265,43.664116
1454365818,-79.325615,43.664318
1454365857,-79.324898,43.664467
1454365877,-79.323586,43.664768
1454365897,-79.322701,43.664967
1454366121,-79.3215869,43.665218
1454366139,-79.319916,43.665585
1454366159,-79.319435,43.6656989
1454366180,-79.317451,43.666149
1454366200,-79.316849,43.666283
1454366217,-79.31678,43.666302
1454366258,-79.316399,43.666401
1454366276,-79.314453,43.666832
1454366300,-79.3134989,43.667015
1454366317,-79.312965,43.667118
1454366341,-79.311935,43.667332
1454366358,-79.310135,43.667782
1454366378,-79.309402,43.66795
1454366398,-79.30835,43.668201
1454366418,-79.306633,43.668598
1454366436,-79.306396,43.668652
1454366460,-79.306099,43.668716
1454366480,-79.304787,43.668999
1454366515,-79.30397,43.669182
1454366537,-79.302299,43.669552
1454366550,-79.301018,43.669834
1454366570,-79.30098,43.669849
1454366591,-79.299316,43.670216
1454366611,-79.29818,43.670467
1454366648,-79.297096,43.6706999
1454366670,-79.296036,43.670933
1454366765,-79.294136,43.671318
1454366838,-79.2883,43.672535
1454366858,-79.285713,43.67305
1454366878,-79.285431,43.673115
1454366900,-79.285103,43.6731679
1454366917,-79.282951,43.673599
1454366938,-79.282631,43.673668
1454366959,-79.281784,43.673851
1454366980,-79.28157,43.673782
1454367006,-79.281433,43.673733
1454367023,-79.281303,43.673717
1454367283,-79.281166,43.673767
1454367304,-79.281181,43.673901
1454367345,-79.2826,43.673717
1454367431,-79.28862,43.672451
1454367451,-79.289383,43.672298
1454367471,-79.290886,43.672001
1454367488,-79.292381,43.671684
1454367533,-79.292503,43.67165
1454367550,-79.294449,43.671249
1454367571,-79.295235,43.671082
1454367589,-79.295319,43.671066
1454367630,-79.2967989,43.670799
1454367633,-79.297417,43.670666
1454367654,-79.299767,43.670132
1454367675,-79.300751,43.669918
1454367696,-79.301903,43.669632
1454367713,-79.303299,43.669315
1454367737,-79.303818,43.669201
1454367757,-79.30555,43.6688
1454367775,-79.305763,43.668766
1454367795,-79.308037,43.668266
1454367812,-79.3099979,43.667816
1454367829,-79.311813,43.6674
1454367850,-79.312065,43.6673509
1454367870,-79.312218,43.667316
1454367891,-79.312737,43.667198
1454367909,-79.314835,43.666733
1454367932,-79.316231,43.666416
1454367950,-79.31707,43.666218
1454367971,-79.31913,43.665749
1454367989,-79.321114,43.665318
1454368011,-79.322182,43.665066
1454368031,-79.322937,43.664883
1454368049,-79.324348,43.6646
1454368069,-79.3251499,43.664433
1454368093,-79.326248,43.664185
1454368110,-79.327736,43.663834
1454368131,-79.329063,43.6635319
1454368148,-79.330185,43.663284
1454368169,-79.331802,43.662899
1454368190,-79.333702,43.662483
1454368210,-79.335602,43.662048
1454368230,-79.336983,43.661751
1454368250,-79.337433,43.6616519
1454368272,-79.338066,43.661518
1454368290,-79.339264,43.661232
1454368311,-79.339752,43.661118
1454368368,-79.3398969,43.661083
1454368429,-79.34108,43.660885
1454368449,-79.342133,43.660633
1454368470,-79.3422159,43.660618
1454368491,-79.342651,43.660465
1454368509,-79.343765,43.660198
1454368550,-79.3447489,43.65995
1454368571,-79.3463359,43.659599
1454368591,-79.348282,43.659199
1454368612,-79.34948,43.658932
1454368630,-79.3497469,43.658882
1454368650,-79.35128,43.658535
1454368670,-79.351784,43.658432
1454368691,-79.351952,43.658401
1454368711,-79.353333,43.658115
1454368728,-79.354187,43.657902
1454368749,-79.354797,43.657749
1454368769,-79.35598,43.6574669
1454368790,-79.35788,43.657032
1454368811,-79.358765,43.656849
1454368868,-79.359253,43.6567
1454368888,-79.3612519,43.656265
1454368909,-79.361351,43.65625
1454368929,-79.363167,43.655884
1454368953,-79.36422,43.655651
1454368991,-79.364868,43.655499
1454369008,-79.366714,43.655117
1454369030,-79.366837,43.655083
1454369050,-79.368019,43.6548
1454369071,-79.36927,43.654549
1454369111,-79.369667,43.654434
1454369131,-79.371483,43.653999
1454369152,-79.373535,43.653549
1454369169,-79.374016,43.653435
1454369190,-79.375534,43.653069
1454369210,-79.37558,43.653084
1454369248,-79.375969,43.653118
1454369268,-79.377647,43.652802
1454369289,-79.377831,43.652748
1454369313,-79.378052,43.652699
1454369333,-79.379051,43.6525
1454369418,-79.380165,43.652248
1454369439,-79.381317,43.652
1454369539,-79.382332,43.651783
1454369556,-79.384399,43.651184
1454369579,-79.384766,43.6511
1454369638,-79.385834,43.650902
1454369659,-79.385887,43.650883
1454369679,-79.386169,43.650818
1454369780,-79.3876499,43.650551
1454369798,-79.387985,43.6504819
1454369818,-79.388153,43.650452
1454369836,-79.389351,43.650185
1454369882,-79.389931,43.650066
1454369902,-79.390915,43.649849
1454369943,-79.392097,43.6496009
1454369963,-79.393181,43.649368
1454370039,-79.393631,43.649265
1454370057,-79.39563,43.648849
1454370078,-79.396049,43.648766
1454370140,-79.396164,43.64875
1454370161,-79.397316,43.648533
1454370178,-79.399033,43.648182
1454370199,-79.399185,43.648151
1454370217,-79.399513,43.648083
1454370258,-79.4012149,43.647751
1454370280,-79.4033199,43.6473159
1454370300,-79.403664,43.647251
1454370342,-79.404297,43.6471329
1454370359,-79.405769,43.646832
1454370376,-79.406433,43.646702
1454370401,-79.407898,43.6464
1454370417,-79.4094159,43.646084
1454370459,-79.410034,43.645966
1454370477,-79.4122469,43.645515
1454370501,-79.413033,43.645367
1454370518,-79.413887,43.645184
1454370539,-79.415947,43.644768
1454370559,-79.416183,43.644718
1454370578,-79.417686,43.644382
1454370599,-79.418633,43.644184
1454370638,-79.4197159,43.643982
1454370658,-79.421616,43.643616
1454370682,-79.422203,43.643501
1454370699,-79.422318,43.643482
1454370720,-79.423737,43.6432
1454370738,-79.424637,43.643017
1454370759,-79.425087,43.642918
1454370780,-79.426804,43.642567
1454370801,-79.426918,43.642551
1454370818,-79.427254,43.642483
1454370839,-79.428413,43.642265
1454370856,-79.429283,43.642082
1454370897,-79.430786,43.641785
1454370918,-79.432182,43.641499
1454370939,-79.432785,43.641399
1454370959,-79.433998,43.641151
1454370979,-79.43425,43.641083
1454371004,-79.43602,43.640717
1454371021,-79.436096,43.640701
1454371057,-79.436386,43.640633
1454371078,-79.437065,43.640499
1454371120,-79.438049,43.640316
1454371140,-79.440369,43.639851
1454371161,-79.440636,43.639801
1454371179,-79.441414,43.639648
1454371199,-79.4436039,43.639183
1454371220,-79.445702,43.638832
1454371239,-79.445747,43.638817
1454371260,-79.445801,43.638802
1454371281,-79.446114,43.638748
1454371298,-79.446648,43.638649
1454371327,-79.447563,43.638599
1454371358,-79.45005,43.6390839
1454371391,-79.451416,43.639366
1454371428,-79.454201,43.639732
1454371463,-79.457001,43.639717
1454371497,-79.459846,43.6395
1454371540,-79.465782,43.637985
1454371577,-79.46727,43.637634
1454371608,-79.46965,43.637268
1454371679,-79.47068,43.6370999
1454371711,-79.472519,43.636333
1454371742,-79.4733959,43.635632
1454371777,-79.474686,43.634335
1454371809,-79.47702,43.632301
1454371842,-79.478516,43.631416
1454371870,-79.478737,43.631016
1454372008,-79.478752,43.630981
1454372038,-79.478348,43.630901
1454372330,-79.478485,43.631184
1454372695,-79.477669,43.632118
1454372731,-79.475052,43.634018
1454372765,-79.473267,43.63575
1454372802,-79.4723659,43.636398
1454372833,-79.470367,43.63715
1454372864,-79.470284,43.637165
1454372896,-79.468315,43.637417
1454372970,-79.460381,43.6394
1454373006,-79.45713,43.639702
1454373040,-79.453735,43.639732
1454373070,-79.450249,43.639118
1454373107,-79.447083,43.638565
1454373137,-79.446602,43.638649
1454373169,-79.446404,43.638683
1454373205,-79.444054,43.639133
1454373212,-79.4436489,43.639217
1454373229,-79.441681,43.6395989
1454373249,-79.4409639,43.639732
1454373273,-79.439049,43.640118
1454373290,-79.437653,43.640385
1454373307,-79.4375,43.640415
1454373332,-79.436302,43.640667
1454373350,-79.434731,43.640984
1454373391,-79.433296,43.641285
1454373407,-79.432518,43.6414339
1454373428,-79.430946,43.6417659
1454373451,-79.42897,43.642151
1454373468,-79.428596,43.642216
1454373489,-79.427567,43.6424329
1454373510,-79.427437,43.642467
1454373573,-79.4226,43.643433
1454373610,-79.420967,43.643768
1454373631,-79.419197,43.6440849
1454373652,-79.419182,43.6441
1454373691,-79.418198,43.6442679
1454373710,-79.416687,43.644615
1454373730,-79.416435,43.644665
1454373751,-79.41507,43.6449659
1454373770,-79.412834,43.645401
1454373789,-79.410881,43.645802
1454373809,-79.410118,43.64595
1454373830,-79.40892,43.646198
1454373852,-79.406967,43.646584
1454373869,-79.406769,43.646633
1454373908,-79.4057009,43.646851
1454373929,-79.4043499,43.6471329
1454373950,-79.404266,43.647148
1454374050,-79.403717,43.647266
1454374071,-79.401817,43.647633
1454374092,-79.399933,43.648018
1454374110,-79.399483,43.648102
1454374128,-79.397865,43.648418
1454374149,-79.397301,43.648533
1454374169,-79.396751,43.648666
1454374250,-79.3965,43.648716
1454374271,-79.394852,43.649052
1454374292,-79.393867,43.64925
1454374309,-79.392563,43.649551
1454374326,-79.391266,43.649818
1454374369,-79.390533,43.649982
1454374390,-79.389847,43.650116
1454374411,-79.388268,43.650467
1454374432,-79.387016,43.650734
1454374470,-79.386703,43.650818
1454374490,-79.385185,43.651199
1454374550,-79.384415,43.651348
1454374570,-79.382553,43.651733
1454374592,-79.381233,43.652016
1454374609,-79.380585,43.652149
1454374631,-79.37973,43.652351
1454374649,-79.379486,43.652401
1454374692,-79.379417,43.652416
1454374708,-79.378433,43.652634
1454374750,-79.3777999,43.652802
1454374771,-79.376236,43.653149
1454374792,-79.375931,43.653217
1454374809,-79.37458,43.65345
1454374830,-79.373749,43.653618
1454374847,-79.3733139,43.653732
1454374931,-79.369652,43.654518
1454374952,-79.3689799,43.6546329
1454374970,-79.3669819,43.655033
1454374991,-79.364998,43.655468
1454375012,-79.364716,43.655518
1454375029,-79.363647,43.65575
1454375051,-79.361519,43.656235
1454375067,-79.359581,43.6566509
1454375091,-79.359047,43.656784
1454375131,-79.357803,43.657066
1454375151,-79.35685,43.657269
1454375172,-79.356354,43.657383
1454375191,-79.354767,43.657734
1454375211,-79.3536,43.6579819
1454375228,-79.352364,43.658268
1454375250,-79.350815,43.658634
1454375268,-79.350197,43.658768
1454375289,-79.350067,43.658798
1454375330,-79.349266,43.658966
1454375353,-79.3475799,43.659351
1454375368,-79.347084,43.659466
1454375390,-79.345818,43.659767
1454375410,-79.344681,43.660015
1454375431,-79.3440169,43.6601489
1454375451,-79.342735,43.66045
1454375473,-79.341934,43.660618
1454375490,-79.340317,43.660984
1454375551,-79.3398969,43.661068
1454375569,-79.338135,43.6614689
1454375591,-79.337517,43.661598
1454375612,-79.335533,43.662033
1454375628,-79.335083,43.662132
1454375650,-79.333069,43.662601
1454375667,-79.3326189,43.662701
1454375689,-79.330582,43.663151
1454375713,-79.330513,43.6631659
1454375730,-79.328934,43.663517
1454375751,-79.327454,43.663868
1454375774,-79.325714,43.664249
1454375792,-79.325584,43.664284
1454375812,-79.324753,43.664482
1454375830,-79.3237989,43.6647
1454375851,-79.322716,43.664932
1454375869,-79.322182,43.665051
1454375891,-79.320396,43.665451
1454375912,-79.319801,43.665585
1454375929,-79.31768,43.666065
1454375950,-79.3168029,43.666267
1454375967,-79.316704,43.666283
1454375988,-79.3152999,43.666599
1454376012,-79.31382,43.666935
1454376031,-79.3129809,43.667068
1454376051,-79.31208,43.667282
1454376069,-79.310265,43.667717
1454376090,-79.309364,43.667915
1454376111,-79.307686,43.668316
1454376129,-79.306084,43.6686819
1454376191,-79.306015,43.668701
1454376211,-79.304153,43.669117
1454376225,-79.302681,43.669449
1454376239,-79.30117,43.669785
1454376266,-79.300697,43.669884
1454376279,-79.298714,43.670315
1454376301,-79.2979809,43.670467
1454376322,-79.296532,43.670784
1454376335,-79.295998,43.670898
1454376353,-79.294983,43.671101
1454376398,-79.290634,43.672001
1454376418,-79.288048,43.672535
1454376439,-79.287514,43.672649
1454376460,-79.285431,43.673084
1454376479,-79.284515,43.673248
1454376496,-79.282616,43.673649
1454376524,-79.281631,43.673782
1454376531,-79.2815169,43.673752
1454376749,-79.281334,43.6736829
1454377012,-79.281235,43.673698
1454377029,-79.281532,43.673916
1454377051,-79.283401,43.6735
1454377071,-79.284935,43.6731989
1454377092,-79.28595,43.672985
1454377113,-79.288284,43.672482
1454377131,-79.290619,43.672001
1454377149,-79.292366,43.67165
1454377231,-79.293747,43.671368
1454377249,-79.295914,43.670933
1454377265,-79.297501,43.670582
1454377284,-79.2994159,43.670166
1454377305,-79.301003,43.669834
1454377326,-79.302086,43.669582
1454377347,-79.303253,43.669334
1454377361,-79.305069,43.668915
1454377378,-79.3069529,43.668499
1454377403,-79.309616,43.6679
1454377420,-79.3116,43.66745
1454377437,-79.312065,43.6673509
1454377459,-79.312447,43.667267
1454377480,-79.314003,43.666901
1454377500,-79.316147,43.666416
1454377521,-79.316963,43.666233
1454377537,-79.318764,43.6658169
1454377559,-79.321198,43.665283
1454377579,-79.322334,43.665031
1454377599,-79.323151,43.664848
1454377620,-79.324615,43.664516
1454377638,-79.325066,43.664417
1454377660,-79.326431,43.664101
1454377681,-79.32843,43.663651
1454377702,-79.329964,43.663315
1454377719,-79.33017,43.663265
1454377737,-79.331947,43.662868
1454377757,-79.334137,43.662384
1454377780,-79.336052,43.661949
1454377801,-79.337517,43.661633
1454377818,-79.337585,43.661617
1454377841,-79.339104,43.661282
1454377858,-79.339882,43.661098
1454377879,-79.340736,43.660915
1454377900,-79.342316,43.660568
1454377941,-79.343536,43.660282
1454377958,-79.345467,43.659851
1454377979,-79.346466,43.6596339
1454378003,-79.347748,43.659351
1454378019,-79.349319,43.659
1454378040,-79.349449,43.658966
1454378058,-79.349564,43.658951
1454378082,-79.349586,43.658932
1454378102,-79.350403,43.658768
1454378120,-79.35202,43.658401
1454378140,-79.353615,43.658051
1454378157,-79.354752,43.657784
1454378181,-79.3554149,43.657616
1454378202,-79.3563,43.657417
1454378258,-79.35778,43.657082
1454378278,-79.358734,43.656883
1454378299,-79.360184,43.656582
1454378317,-79.3624339,43.656067
1454378340,-79.364113,43.655701
1454378359,-79.364334,43.6556659
1454378379,-79.3652649,43.655434
1454378400,-79.366997,43.655067
1454378421,-79.368568,43.654716
1454378439,-79.369247,43.654568
1454378459,-79.370232,43.654366
1454378480,-79.371864,43.654018
1454378497,-79.373184,43.653732
1454378521,-79.373802,43.653584
1454378542,-79.374832,43.653332
1454378559,-79.3754809,43.653198
1454378618,-79.375534,43.653183
1454378639,-79.376465,43.653034
1454378657,-79.377686,43.652767
1454378680,-79.377853,43.652733
1454378741,-79.378601,43.652565
1454378759,-79.378998,43.652485
1454378819,-79.379883,43.652302
1454378841,-79.38118,43.652016
1454378879,-79.381332,43.651985
1454378920,-79.383148,43.65155
1454378940,-79.385086,43.651134
1454378960,-79.3861469,43.650902
1454379060,-79.389114,43.650318
1454379081,-79.389282,43.650284
1454379101,-79.390167,43.650066
1454379122,-79.391769,43.649734
1454379143,-79.393219,43.649418
1454379160,-79.3935319,43.649349
1454379181,-79.395149,43.648998
1454379201,-79.395981,43.648815
1454379261,-79.396317,43.64875
1454379282,-79.397552,43.648499
1454379299,-79.399315,43.6481319
1454379322,-79.4011,43.647766
1454379339,-79.402916,43.647415
1454379360,-79.403465,43.647301
1454379380,-79.403519,43.647282
1454379398,-79.403702,43.647251
1454379440,-79.404053,43.647202
1454379460,-79.405281,43.646935
1454379480,-79.406364,43.646717
1454379498,-79.406548,43.646667
1454379522,-79.408051,43.646366
1454379539,-79.409332,43.646118
1454379559,-79.410515,43.645866
1454379583,-79.412933,43.645382
1454379600,-79.413315,43.645317
1454379621,-79.415436,43.644882
1454379642,-79.415947,43.644768
1454379658,-79.4160689,43.644749
1454379682,-79.417534,43.644432
1454379699,-79.418602,43.644199
1454379741,-79.418968,43.64415
1454379759,-79.42038,43.643902
1454379780,-79.422134,43.643532
1454379801,-79.422348,43.643482
1454379821,-79.424019,43.64315
1454379838,-79.424637,43.643017
1454379862,-79.426598,43.6426159
1454379881,-79.426865,43.642567
1454379898,-79.426987,43.642551
1454379920,-79.428352,43.642265
1454379940,-79.4291,43.642117
1454379963,-79.430351,43.641865
1454379980,-79.4318009,43.641567
1454380002,-79.432198,43.641483
1454380022,-79.4336469,43.641201
1454380043,-79.434135,43.6411019
1454380060,-79.435547,43.640816
1454380080,-79.436401,43.640633
1454380100,-79.437599,43.6404
1454380121,-79.439201,43.640083
1454380142,-79.440697,43.6397819
1454380160,-79.441536,43.639618
1454380181,-79.443619,43.639198
1454380202,-79.444832,43.638985
1454380219,-79.445686,43.638817
1454380241,-79.44577,43.638802
1454380323,-79.445953,43.6387829
1454380341,-79.4465869,43.638649
1454380348,-79.446686,43.638634
1454380397,-79.4499359,43.639065
1454380418,-79.45108,43.639282
1454380438,-79.451584,43.639416
1454380463,-79.4543,43.639717
1454380487,-79.45768,43.639683
1454380508,-79.460236,43.639416
1454380530,-79.462997,43.6387829
1454380554,-79.466103,43.637882
1454380578,-79.466484,43.6377979
1454380599,-79.468536,43.637402
1454380621,-79.469635,43.637249
1454380711,-79.470619,43.6370999
1454380732,-79.471581,43.636799
1454380750,-79.473381,43.635632
1454380775,-79.474503,43.634533
1454380799,-79.476448,43.632648
1454380824,-79.478233,43.631866
1454380848,-79.4786,43.631184
1454381019,-79.478737,43.630817
1454381040,-79.478317,43.630901
1454381375,-79.478302,43.631035
1454381424,-79.478447,43.631168
1454381526,-79.47847,43.631184
1454381550,-79.477798,43.63205
1454381578,-79.475716,43.633335
1454381602,-79.474403,43.634602
1454381628,-79.473,43.635983
1454381653,-79.471001,43.637001
1454381673,-79.470314,43.637165
1454381724,-79.46933,43.637299
1454381760,-79.466148,43.637867
1454381784,-79.463837,43.638535
1454381806,-79.460968,43.639301
1454381830,-79.459419,43.639549
1454381853,-79.456665,43.639717
1454381881,-79.453934,43.639732
1454381904,-79.451447,43.6394
1454381925,-79.450752,43.639233
1454381948,-79.448601,43.638817
1454381973,-79.446983,43.638584
1454381996,-79.446564,43.638668
1454382020,-79.445351,43.638901
1454382030,-79.444382,43.639065
1454382049,-79.442719,43.639385
1454382070,-79.441864,43.639549
1454382090,-79.440002,43.639915
1454382106,-79.438103,43.640282
1454382128,-79.437332,43.640434
1454382148,-79.436935,43.640533
1454382166,-79.435432,43.640835
1454382190,-79.433403,43.641266
1454382207,-79.432518,43.6414339
1454382227,-79.432381,43.641468
1454382247,-79.430367,43.641865
1454382268,-79.428864,43.642166
1454382287,-79.428482,43.642235
1454382308,-79.427536,43.6424329
1454382325,-79.427452,43.642448
1454382347,-79.427284,43.642483
